Headline,Body ID,Stance
Video messaging service verifies timing of CNN audio recording,1832,0
What Glenn Beck Fears May Be Done With the 11 Missing Jets,1375,0
’6 Days Darkness in December 2014′ 100% Fake; NASA Confirmed 3 Days Total Darkness Hoax as Well,773,0
Dog Found Abandoned With Suitcase Filled With His Belongings,1198,0
"Boko Haram denies truce, says kidnapped girls married",1697,0
A soldier has been shot at Canada’s war memorial just steps away from the nation’s parliament,1659,3
ISIS cracks down on five confirmed Ebola cases among fighters: official,2003,3
"HBO streaming service could launch in April for $15 per month, work on Apple TV",2303,0
Nicaragua Meteorite Impact Theory May Be Meteor-wrong,1249,3
Boy who suffered powerful electric shock claims he now has 'superpowers' like X-Men's Magneto as metal objects stick to him,1372,0
The rats eat Prada at Vogue NY office,1968,0
This Is a Truly Horrifying Story About a Spider,1422,0
Woman Says She Gave Her Cheating Man a Printout of His DMs for Christmas,1802,0
Rodney Constantine keeps Facebook promise and turns himself in to police,208,0
For sale: Tiger's former island in Sweden,1888,1
"Unconfirmed: ISIS Claims Kayla Mueller, American Female Hostage, Is Dead",1769,0
Lawmaker Says ‘At Least 10′ Islamic State Fighters Have Been Captured at the Southern U.S. Border,1890,3
"Nigeria Says It Struck A Cease-Fire With Boko Haram, But Are They Talking To The Right Guy?",35,0
Google Said to Buy Redwood City Offices for $585 Million,1637,0
Amazon plans a streaming-video alternative,1048,3
US hostage Luke Somers dies after rescue bid,2015,0
Audio of gunfire in Michael Brown case authenticated by app company,1692,3
Alleged Audio of Michael Brown Shooting Doesn’t Sound Good for Officer Darren Wilson,1252,0
"Christian Bale passes on role of Steve Jobs, actor reportedly felt he wasn't right for part",1658,0
Comcast Declares War on Tor?,2178,3
"James Foley, Missing American Photojournalist, Reportedly Executed By ISIS In Syria",2495,3
YPG Confirms: Gill Rosenberg Not Captured in Kobani,1690,3
US officials: Video shows American's execution,2156,0
Jordanian airstrike killed American aid worker held hostage by ISIS according to statement by militants,2387,3
James Foley beheading: London rapper turned jihadist believed to be under investigation for murder of journalist in Syria,195,0
"Confusion swirls, details murky in arrest of ISIS leader's 'wife'",1787,0
Hairgate': iPhone hit by new social media storm,428,0
Mexico Says Students Not Among Dead in Mass Grave,295,0
America's oldest time capsule unearthed at Boston statehouse after being buried in 1795 by Sam Adams and Paul Revere,1273,1
Nun gives birth to surprise baby after complaining of stomach pains,1760,0
Apple Watch mass production kicks off in January: Report,1908,3
Luke Somers 'killed in failed rescue attempt in Yemen',879,0
Kurds Deny Gill Rosenberg was in Kobane,2037,1
Kidnapped Nigerian schoolgirls: Government claims ceasefire deal with Boko Haram that will bring missing girls home,1885,3
Apple Watch won’t be the digital doctor it could have been,2379,0
Hunt for 'cruel' owner who abandoned dog at train station,269,0
The Apple Watch Will Debut by Late March [Report],2273,3
First bendgate... now it's HAIRGATE: Angry iPhone 6 owners claim design is causing chunks of their hair to be ripped out when they make a phone call,513,0
Nun gives birth to surprise baby after complaining of stomach pains,699,0
"Video showing American journalist beheaded believed real, officials and family say",874,0
Jihadi John' identified: ISIS killer named as Mohammed Emwazi from West London,2125,0
"Wife, child of Islamic State head Abu Bakr al-Baghdadi held in Lebanon, officials say",2360,0
Dog abandoned at Scottish rail station with suitcase full of belongings  Read more: http://www.ctvnews.ca/world/dog-abandoned-at-scottish-rail-station-with-suitcase-full-of-belongings-1.2175026#ixzz3O9Shc1IO,304,0
CNN Posts Alleged Audio of Michael Brown Shooting,2234,0
Jilted lover chops off his penis after girlfriend dumps him,1400,0
"#Hairgate: Reports of iPhone 6 pulling out hair, beards, likely exaggerated",1289,0
Shots Heard In Alleged Brown Shooting Recording [AUDIO],1803,0
"Rare meteorite impact causes blast in Nicaragua's capital, Managua",767,2
ISIS Seemingly Beheaded American Journalist James Wright Foley,1166,0
ISLAMIC STATE BEHEADS MISSING AMERICAN JOURNALIST JAMES WRIGHT FOLEY,1296,0
I aborted my baby because it was a boy': Outrage after 'feminist' blogger claims gender prompted termination,447,3
Is Ebola Virus Spreading Among ISIS Militants? Reports Claim Jihadists Seeking Cure at Mosul Hospital,936,3
ISIS Militant “Jihadi John” Identified As Young West Londoner,2202,3
LOL: RICH JOHNSTON SAYS THE BATMOBILE HAS BEEN STOLEN IN DETROIT,2090,0
Tim Cook Reportedly Reveals Apple Watch Waterproofing Has Improved,403,0
Pure Evil: Islamic State Beheads American Journalist James Wright Foley,1580,1
UPDATE: Internet report of Ebola outbreak in Purdon not true,1467,1
Judicial Watch's Farrell: ISIS Terrorists Did Cross Mexican Border,2056,0
"Fidel Castro Is Dead, According to Viral Twitter Rumors",2078,0
NET Extra: Back-from-the-dead Catholic priest claims God is a female,2265,0
James Foley remembered as 'brave and tireless' journalist,205,1
ISIS Beheading of U.S. Journalist James Foley Posted to YouTube,1658,1
Soldier shot near Canadian parliament building,1659,3
CNN plays chilling audio recording allegedly from Michael Brown shooting: “At least 11 shots”,1461,3
KC Man Does Not Have Ebola,1843,0
Macaulay Culkin Hasn’t Died Despite What Everyone Is Saying On Facebook,1120,0
"No, Islamic State Militants Have Not Been Caught by U.S. Border Patrol",693,0
Ebola Outbreak 2015 Update: ISIS Fighters May Have Contracted Deadly Virus,1461,0
Sources: Guns N' Roses Frontman Axl Rose Found Dead in West Hollywood Home at Age 52,1853,0
Isilkulskom student has gained superhero powers after shock,190,0
Mexico Student Massacre Update: More Graves Discovered At Murder Site,1351,0
Sugarhill Gang’s Big Bank Hank dead at 57,2351,1
US probing claims ISIS fighters seized airdropped weapons meant for Kurds,1076,3
[UPDATED] 11 Men and 0 Women on Tonight's ESPN Domestic Violence Panel,2297,0
‘Star Wars: The Force Awakens’ May Get An Early Release Date—Report,1439,0
Now the Vogue Rats Are Chewing Through Couture,1693,3
Report: Possible audio tape of Michael Brown shooting,2187,0
Report—Jose Canseco accidentally shot at his home tonight,1145,3
Government fires employee who skipped work for 24 years,35,1
An Audio Recording of the Michael Brown Shooting Has Reportedly Surfaced,1438,0
Mohammed Islam Denies Making $72 Million From Stock Market Trading,1024,0
Iraqi and Kurdish media reports cases of Ebola among Islamic State fighters in Mosul,2075,3
Seven girls fall pregnant after five day school trip in Bosnia and Herzegovina,1408,0
WHO investigates media reports ISIS fighters contracted Ebola,299,0
"Boko Haram Denies Truce, Says Kidnapped Girls Have Been “Married Off”",2272,1
KFC Gets Occupational Business License To Sell Marijuana In Colorado Restaurants KFC Gets Occupational Business License To Sell Marijuana In Colorado Restaurants,1277,0
"Sons of Anarchy Movie? No, Kurt Sutter Announces Charlie Hunnam, Brad Pitt Film Article is Fake",1689,0
FBI Probing Alleged Audio of Michael Brown Shooting,1588,0
Predator drones being flown over Isil's Syrian 'capital',1802,0
US drones hunt Isis leader in Syria,1400,0
80's Brat Pack star Judd Nelson forced to deny that he's dead after fake news story starts trending on social media,1131,0
Kim Jong-un: obese leader 'fractured both ankles',1972,3
LOL: RICH JOHNSTON SAYS THE BATMOBILE HAS BEEN STOLEN IN DETROIT,1790,0
"Rodney Constantine, Newfoundland Suspect, Keeps Facebook Pledge To Turn Himself In",2524,0
Banksy arrest hoax: US website claims street artist caught in Watford,1269,0
The Story Of The High School Trader Who Made $72 Million Is A Rumor Spun Out Of Control,1883,0
Journalist James Wright Foley reportedly beheaded by ISIS,2450,3
Everyone chill! Banksy has NOT been arrested,1968,0
Islamist terrorists Jabhat Ansar al-Deen tweet picture of Texas plumber’s truck fitted with anti-aircraft gun in Syria,1562,0
"Accused Boston Marathon Bomber Severely Injured In Prison, May Never Walk Or Talk Again",1659,0
The Case of the Stolen Batmobile Has Been Solved,621,0
Guantanamo detainee freed in Bowe Bergdahl swap 'back to terrorism',1776,0
YPG Confirms: Gill Rosenberg Not Captured in Kobani,2445,0
"American bombing had signed my death certificate': Missing US journalist James Wright Foley goes unflinching to his death as ISIS behead him in horrific video, as a warning to Obama",139,0
James Foley remembered as 'brave and tireless' journalist,1854,0
Man who slaps people around the head for sneezing hunted by police,1006,0
Anna Wintour: Is Rat Infestation At NYC ‘Vogue’ Office Kim Kardashian’s Fault?,36,0
Emotional sergeant-at-arms is greeted back to parliament with a rousing standing ovation a day after he heroically shot dead terrorist - the first time he used weapon in 30 year career,139,0
Was The Batmobile Stolen In Detroit?,529,0
Is this the world's oldest burger? Man claims to have kept McDonald's Quarter Pounder for 20 YEARS,734,0
20 year old burger? McDonald's burger purchased in 1995 hasn't aged a bit,1256,0
Government fires employee who skipped work for 24 years,2314,0
Kimye’s Fault? Anna Wintour’s NYC ‘Vogue’ Offices Hit With Disgusting Rat Infestation: ‘Rat Droppings On Desks’,2263,1
Texas Plumber Has ‘No Idea’ How Company Truck Ended Up With ISIS,13,0
Spiderman' squished: Perth experts debunk spider burrowing claims,859,0
"Sorry, Fido. Pope Francis did NOT say our pets are going to heaven",2348,0
Jihadi John' identified: ISIS killer named as Mohammed Emwazi from West London,2184,0
Pictured: Recent Muslim convert Michael Zehaf-Bibeau who shot dead a solider and opened fire on Canadian Parliament,2246,1
Actor has his testicles stolen after meeting ‘young blonde woman at a bar’,2028,0
"What was fake on the Internet this week: Obama’s peace prize, pumpkin-spice condoms and insane winter snow",2354,1
US Lawmaker: Ten ISIS Fighters Have Been Apprehended Coming Across Southern Border (Video),564,0
"Nigeria Says It Struck A Cease-Fire With Boko Haram, But Are They Talking To The Right Guy?",1298,3
REPORT: JETLINERS STOLEN FROM LIBYA COULD BE USED TO ATTACK U.S. ON 9/11,1574,0
That powerful Lego letter to parents from the 1970s? It's real,1547,1
Steve Jobs Biopic Eyes Seth Rogen to Play Apple Co-Founder Steve Wozniak,1213,0
Second person rushed to hospital with Ebola symptoms after contact with 'patient zero' Thomas Duncan,195,0
Saudi Arabia Cleric Issues Fatwa Against Building Snowmen,2456,1
Viral Photo Shows How Chinese Workers Are Used to Manipulate App Store Rankings,1784,3
Google to Buy Redwood City Offices for $585M,2442,3
Report: Apple Watch Will Need Charging Every Day,1269,0
"ISIS Claims It Kidnapped Gill Rosenberg, The First Western Woman To Fall Into The Group's Hands",1223,0
"BREAKING: Islamic State, in video, beheads American journalist James Wright Foley who was kidnapped in 2012 -@BNONews",2096,3
ISIS executioner 'Jihadi John' identified as Mohammed Emwazi,1252,0
Sugarhill Gang's Big Bank Hank Dead At 57,1996,0
REVEALED: Woman Behind $5 Million Per Year Youtube Channel Is a Former Porn Star  Read more at: http://nextshark.com/revealed-woman-behind-5-million-per-year-youtube-channel-is-a-former-porn-star/#rmns,258,0
Surreal Photos of Fisherman’s Jaw-Dropping Catch Will Likely Have People Wondering If It’s Real,1221,0
"Apple to Take Reservations for Trying On Apple Watch, Considered Platinum Model",1921,0
"James Wright Foley, Kidnapped Journalist, Apparently Executed by ISIS",903,3
McDonald’s Will Stop Serving Overweight Customers Beginning 1/1/15,2096,0
Alleged audio of Michael Brown shooting released,1289,0
Report: British intelligence has identified Foley's killer,1303,0
"Video showing American journalist beheaded believed real, officials and family say",2130,0
Did Paul Rudd Help Take Down Dallas Airport Homophobe?,242,0
Michael Abdul Zehaf Bibeau Pictures: Photos of Alleged ISIS-Linked Gunman in Canada,2246,3
Microsoft Hires Dalek-style Robocops to Guard Silicon Valley HQ,2432,1
"Rajasthan: Man Tries to Rape Teenager, Angry Mob Chops His Penis Off",1959,1
"""Categorically False"": DHS Debunks Right-Wing Fiction That ISIS Attempted To Cross The U.S.- Mexico Border",1498,0
Google Said to Buy Redwood City Offices for $585 Million,1549,0
ISIS pays tribute to its 'Cub of Baghdadi' child soldier,2330,0
Female Israeli fighter said abducted by Islamic State  Read more: Female Israeli fighter said abducted by Islamic State,950,0
1901 Boston time capsule yields small red book,2003,0
CNN Plays Alleged Recording of Michael Brown Shooting,2118,3
Islamic State militants claim to behead missing American journalist,2130,0
Report: Fence jumper made it into East Room of White House,1488,3
NBC weatherman caught urinating in the woods live on air,800,0
Nigeria and Boko Haram 'agree ceasefire and girls' release',821,0
"Op-Ed: Hoax – Priest who never existed claims he died, saw female God",1877,0
"No, Banksy Didn't Create That 'Charlie Hebdo' Tribute Cartoon, But That Doesn't Mean You Can't Appreciate It",2404,0
"This boy nearly died, now he has a superpower like Marvel’s Magneto",1637,0
"Report: The Apple Watch Will Only Last 2.5 Hours With ""Heavy"" Use",1528,0
Magic mushrooms found at Buckingham Palace,1047,0
Soldier shot near Canadian parliament building,373,0
"No, a Planetary Alignment on Jan. 4, 2015, Won’t Decrease Gravity",1377,1
"Managua explosion not a meteorite, NASA suggests",524,0
BREAKING: Soldier shot at War Memorial in Ottawa,1325,0
"Teen Made $72 Million Trading Stocks, Confirms Teen Dominance Worldwide",1858,2
Taliban member swapped by Obama for Bowe Bergdahl tried to return to terror: report,1637,0
This Kid Made $72 Million During Lunch,2058,0
Sex attacker' has penis cut off with a cleaver in India,959,0
Does ISIS Have Ebola? Probably Not! Media Reports It Anyway,1948,0
"Apple Watch Battery Life Currently 'About a Day', but May Improve for 2015 Launch",708,3
[UPDATED] 11 Men and 0 Women on Tonight's ESPN Domestic Violence Panel,43,0
Officials Refute Iraqi Media Reports That ISIS Members Have Contracted Ebola In Mosul,1004,0
British man pays $460 to save constipated goldfish's life,1541,1
"U.S. accidentally delivered weapons to the Islamic State by airdrop, militants say",2252,0
BREAKING: British-born hostage 'KILLED in failed rescue attempt',271,0
NYC relaxes response to marijuana possession,2389,3
Apple 'working on 12-inch MacBook Air',1101,3
"Mexico hit by student massacre: At least 17 anti-corruption protesters 'rounded up, murdered and dumped in a mass grave' - and another 26 are missing",214,0
Mexico Says Missing Students Not Found In First Mass Graves,251,0
Al-Shabaab co-founder confirmed killed by US air strike in Somalia,1256,1
Microsoft turns to robotic security guards to watch for trouble,696,0
"Tiger Woods is not on suspension for failing a drug test, his agent and a PGA official say",1867,0
Abdel Majed Abdel Bary Emerges as Suspect in Foley Beheading,1303,0
Meet the 17-Year-Old Who Made $72 Million During His High-School Lunch Breaks,2443,0
Man has his PENIS cut off by angry mob after 'attempted rape' of teenager,1628,0
Seth Rogen to Play Apple Co-Founder Wozniak in Steve Jobs Biopic,1262,3
Macaulay Culkin Dead: Actor Once Again Victim Of Death Hoax,1502,0
Senator: Detainees swapped for Bergdahl have contacted militants,40,0
Wife and son of Isil leader Abu Bakr al-Baghdadi 'detained at Lebanon border',170,0
Missing American journalist reportedly beheaded by Islamic State,694,3
ISIS executioner 'Jihadi John' named by media,939,3
Is the Alleged Audio of the Gunshots That Killed Michael Brown a Hoax?,2481,3
Man chops off own penis after being dumped by his girlfriend,1410,1
Christian Bale Pulls Out of Upcoming Steve Jobs Biopic,574,0
Islamic Militants Post Video Claiming to Show Beheading of U.S. Journalist,1720,0
"US Drones, Hunting for ISIS Leader, Seen Flying over Syrian Airspace",1081,0
Obama denounces killing of journalist James Foley and pledges ‘justice’,511,0
Is this the world's oldest burger? Man claims to have kept McDonald's Quarter Pounder for 20 YEARS,280,0
Abdel-Majed Abdel Bary: London Rapper Identified As ISIS Militant Who Beheaded James Foley,1649,0
That Was Fast: Christian Bale Bails on Steve Jobs Biopic,574,0
"Catholic Priest Dies for 48 Minutes, Comes Back to Life and Claims God Is Female",2328,0
Sergeant-at-Arms stopped shooter on Parliament Hill,1472,3
KC hospital: Patient does not have symptom profile of Ebola,933,0
Christian Bale Won't Play Steve Jobs After All,1215,2
"ISIS beheads American photo-journalist James Wright Foley, threatens more to come",139,0
"At CBS Detroit, Fan Site 'Scuttlebutt' Is Enough to Publish Batmobile Rumor",1311,0
IRAQI AND KURDISH MEDIA REPORTS: ISIS FIGHTERS HAVE CONTRACTED EBOLA,1175,3
‘Photo of slain IS leader’ reported to be doctored,723,3
WHO says reports of suspected Ebola cases in Iraq are untrue,1338,0
Boko Haram denies truce to release kidnapped schoolgirls,1374,0
Michael Brown shooting audio caught on tape?,1435,0
IPhone 6 users are tearing their hair out,2476,3
Senator: Detainees swapped for Bergdahl have contacted militants,236,0
AWESOME! Canadian Parliament’s Sergeant-at-Arms Kevin Vickers Takes Out Gunman,1175,0
WTC rats scare off Anna Wintour,944,0
"Report: ISIS kidnaps Canadian-Israeli, former IDF soldier who went to fight with the Kurds",1976,3
"McDonald’s Removing Big Mac, Apple Pies And Eliminating Large Size Options",346,0
"It's 'rubbish' that Robert Plant turned down £500m Led Zeppelin reformation offer, says publicist",1787,0
"Report: The Apple Watch Will Only Last 2.5 Hours With ""Heavy"" Use",1266,0
VIDEO: Son Stuns Parents By Paying Off Their Mortgage As Christmas Surprise,377,0
"Explosion reported near the Nicaraguan capital attributed to meteorite impact, but experts, including NASA, cast doubt on claims",269,0
Priest who died for 48 minutes says he met God and she’s a woman,1009,0
Militant Group Says It Killed American Journalist in Syria,1361,0
Dog found abandoned at Scottish train station with suitcase of belongings,530,0
Banksy' Reacts To Paris Attack With Poignant Drawing,1175,0
An Audio Recording of the Michael Brown Shooting Has Reportedly Surfaced,2403,0
Boko Haram denies it has agreed ceasefire,1661,0
Kim Jong ill? Analysts say 27-year-old sister Kim Yo Jong may be running North Korea (VIDEO),1268,0
Indian worker sacked after going on leave for 24 years,1844,0
"No, Robert Plant Didn’t Rip Up an $800 Million Contract",1538,0
7 Bosnian teens get pregnant on school trip,1277,0
"Rats at Vogue's NYC offices - watch your step, Anna Wintour",1693,3
Boyfriend cuts off his penis and throws it in the bin after girlfriend dumps him for being bad in bed,812,0
Isis claims to behead US journalist,1580,3
North Korea denies plans to open a restaurant in Scotland,1336,0
Nigerians doubtful of girls' release after Boko Haram 'truce' breached,992,0
US officials: Video shows American's execution,1011,3
Spiderman' squished: Experts debunk claims,2303,0
New Audio Allegedly Captures Moment Michael Brown Was Shot,2403,0
Boko Haram denies ceasefire claim by Nigeria's government,1372,0
Vogue’s Shiny New Office Has a Big Rat Problem,30,0
Zack Snyder Makes Fun of Stolen Batmobile Rumor with New Image,1458,0
Ottawa Shooting: Soldier Shot at Canada's National War Memorial,2520,0
Journalist James Wright Foley reportedly beheaded by ISIS,826,0
The 'cub of Baghdadi': Has this boy become the youngest victim of Isis’s use of child soldiers?,1785,3
Iraqi media says ISIS militants have contracted Ebola,87,0
"Prankster Gives Homeless Man $100, Secretly Follows Him And Learns He Buys Food For Others",742,0
NBC weatherman caught urinating in the woods live on air,321,0
‘Jihadi John’: The Islamic State killer behind the mask is a young Londoner,40,0
"SMALL METEORITE STRIKES NICARAGUA, GOVERNMENT SAYS",1825,3
Fears journalist James Wright Foley beheaded by Islamic State jihadists in ‘message’ to United States,1040,0
Al-Shabab leader who ordered Kenya mall massacre believed killed in US drone attack in Somalia,313,3
Israeli Canadian fighting ISIS posts on Facebook: I'm safe and secure,1949,0
"Rumor: Gold Apple Watch Edition priced up to $5,000, steel version at $500, will debut on Feb. 14",830,0
ISIS leader ‘killed’ in US airstrikes,2187,0
Wife and son of Isil leader Abu Bakr al-Baghdadi 'detained at Lebanon border',2337,2
Meteorite leaves crater in Nicaraguan capital Managua,373,0
"Nigeria claims deal with Boko Haram on ceasefire, kidnapped girls",2088,0
Mystery man slaps shoppers around head for sneezing,125,0
Ottawa investigates reports that Isis has captured Canadian-Israeli woman,693,0
ISIS Reportedly Beheads American Photojournalist in Iraq,11,0
SEE IT: California homeless man uses $100 gift to give food to others,2240,0
"No, Vladimir Putin did not get pooped on by a bird during a First World War speech",1095,0
Report claims Kim Jong-un underwent surgery to repair fractured ankles,2042,0
White House Fence Jumper Actually Made It Pretty Far Inside,1547,0
Media Fooled Again? Story Claims 7 of 28 Girls On School Trip Came Home Pregnant,2170,2
Audio recording allegedly captures moment Michael Brown was shot,1916,3
ISIS Appears To Behead American Photojournalist In YouTube Video,1589,3
Banksy's illustrated response to the Charlie Hebdo attack isn't by Banksy. But it is striking,614,0
Tiger Woods' agent shoots down report of failed drug test,1175,0
Amazon plans a streaming-video alternative,242,0
Watch NAKED airport worker walk through scanner in bizarre protest against 'rough' guards,1549,0
Iraqi social-media rumors claim IS leader slain,401,0
Man discovers spider living under his skin during Bali vacation,1888,0
Michael Zehaf-Bibeau ID’d as Canadian Shooting Suspect in Ottawa,2002,0
NASA Confirms Earth Will Experience 6 Days of Total Darkness in December 2014!,1787,0
"Audio captured at time of Michael Brown shooting, company says",1379,1
Christian Bale In Talks To Play Steve Jobs In Sony's Next Biopic,296,0
Ottawa Shooting: Soldier Shot at Canada's National War Memorial,401,0
"Jeh Johnson: Politicians Shouldn't 'Feed The Flames Of Fear' Over ISIS, Ebola",226,0
What Glenn Beck Fears May Be Done With the 11 Missing Jets,2162,3
US probing claims ISIS fighters seized airdropped weapons meant for Kurds,2116,0
Hairgate': iPhone hit by new social media storm,2276,3
"ISIS Video Shows Execution of David Cawthorne Haines, British Aid Worker",2348,1
NET Extra: Back-from-the-dead Catholic priest claims God is a female...,2240,1
GOP Rep: ‘At Least Ten ISIS Fighters Have Been Caught Coming Across The Mexican Border’,239,0
Boko Haram 'ceasefire' doubts after attacks reported in Nigeria,1697,0
"Explosion reported near the Nicaraguan capital attributed to meteorite impact, but experts, including NASA, cast doubt on claims",586,0
An audio recording of the Michael Brown shooting has reportedly surfaced,1921,0
ISIS Reportedly Beheads American Photojournalist in Iraq,1589,3
Nun Gives Birth To Baby Boy After Suffering Intense Stomach Pains,2115,0
"Apple's New MacBook Will Be A Thinner, Cleaner, Faster 12-Inch MacBook Air",1545,0
Female teacher facing sack after making SEX TAPE with teenager,795,2
6 Islamist militants killed in US attack in Somalia,1873,0
Jeh Johnson shoots down Duncan Hunter's assertion IS is entering U.S. via Mexico,2266,3
Isis militants claim to have killed US journalist James Foley,950,0
"Bosnia: Seven underage girls return from five day school trip, pregnant",1981,0
GCPD Solved Stolen Batmobile Case?,2519,3
Lebanon 'holding IS leader's daughter and ex-wife',845,0
Rodney Constantine keeps Facebook promise and turns himself in to police,932,0
Weaponized Ebola? ISIS Militants Said To Contract Deadly Virus,1289,0
Turkish Leader Says U.S. Airdrop Aided ISIS Militants,666,0
Jihadi John' identified: ISIS killer named as Mohammed Emwazi from West London,961,0
"Islamic State, in video titled ""A Message to America,"" beheads American journalist James Wright Foley who was kidnapped in 2012",1206,1
"Catholic Priest Dead For 48 Minutes, Is Miraculously Revived – His Revelations About God Are Even More Shocking",320,0
Cheeky vandals paint giant penis on bonnet of £1.5 million Bugatti Veyron sportscar,2369,1
Tiger Woods' agent shoots down report of failed drug test,2290,0
ISIS Militants Allegedly Contracted Ebola,2453,0
Putin’s motorcade looks suspiciously like a massive…,303,0
"Tropical spider burrows under man's skin, lives there for three days",1864,3
"James Foley, Missing American Photojournalist, Reportedly Executed By ISIS In Syria",1905,0
Guantanamo detainee who was swapped in prisoner deal for Bowe Bergdahl 'tried to rejoin 'Al Qaeda',366,0
Christian Bale in Talks to Star in Sony's Steve Jobs Film,1294,0
Elderly Woman Arrested for Kidnapping Neighbor’s Cats & Making Fur Coats,1572,0
Knightscope Security Robots Are Keeping Microsoft Campuses Safe (and They Look Really Scary),1074,0
Conde Nast's rat problem at One World Trade Centre: From red carpets to rodent droppings,224,1
App brush list actually do so sister you tired it?,1784,3
"Boko Haram denies truce, says kidnapped girls married",640,0
NEWS/ Meet the Teletubbies Sun Baby: 19-Year-Old Jess Smith Reveals Herself as the Smiling Face Who Looked Over Teletubbyland,1171,0
Video: Marine survives Taliban sniper headshot thanks to helmet,1549,0
Luke Somers: British-born photojournalist 'killed by al-Qaeda after failed rescue attempt in Yemen',56,0
Has J.J. Abrams Asked for THE FORCE AWAKENS Release Date to be Moved Up?,748,0
Meet the X-BOY: Electric shock turns kid into MAGNETO,244,0
Priest who died for 48 minutes says he met God and she’s a woman,2127,0
Predator Drone Reportedly Spotted Over ISIS Stronghold,2412,3
Militant Group Says It Killed American Journalist in Syria,1627,0
"Obama, Outraged Over Beheading, Vows to Stay on Course",1347,0
"ISIS Claims an American Hostage, Kayla Mueller, Died in Airstrike in Syria",678,3
New ISIS Video Shows Militants Seizing Weapons Airdropped By US Near Kobani,2168,3
That Was Fast: Christian Bale Bails on Steve Jobs Biopic,2097,0
Dog abandoned at railway station with suitcase set for happy ending as offers pour in,424,0
Jihadi John' named as Mohammed Emwazi from London,2328,0
Hospital Officials: Kansas City Patient Not Being Treated For Ebola,2033,0
"Meteorite Strikes Nicaraguan Capital, Creates 16-Foot-Deep Crater",1627,0
Jihadi John' identified: ISIS killer named as Mohammed Emwazi from West London,503,0
Boyfriend cuts off his penis and throws it in the bin after girlfriend dumps him for being bad in bed,1799,1
The 'cub of Baghdadi': Has this boy become the youngest victim of Isis’s use of child soldiers?,847,0
Nun who gave birth ‘had no idea’ she was pregnant,1828,3
Soldier shot at war memorial in Canada,595,0
CNN Expert on Brown Audio: At First I Thought ‘Someone’s Trying to Punk CNN’,1803,0
Rapper Big Bank Hank of Sugarhill Gang dies at 57,2420,0
"Nasa Confirms Six Days of Darkness in December': No, they really don't - it's a hoax",804,0
WHO says reports of suspected Ebola cases in Iraq are untrue,1438,0
Nigeria says it has deal with Boko Haram to release kidnapped girls,903,0
Moment Michael Brown was shot dead 'caught on audio recording': FBI handed potentially damning tape of ELEVEN shots being fired - including final volley of 'kill shots',1481,0
WHO ‘probing’ whether ISIS fighters got Ebola,75,0
Abdel Majed Abdel Bary Emerges as Suspect in Foley Beheading,626,0
"Small meteorite strikes Nicaragua, government says",2155,0
The next Apple Watch could be platinum,1291,3
Hospital: Man not being treated for Ebola in Kansas City,1787,0
Brian Williams Demands Apology From Social Media Over Erroneous Urination Reports (Video),2299,0
Fears journalist James Wright Foley beheaded by Islamic State jihadists in ‘message’ to United States,1034,0
"Report: The Apple Watch Will Only Last 2.5 Hours With ""Heavy"" Use",787,0
"BREAKING NEWS: Female American aid worker, 26, held hostage by ISIS for 18 months has been 'killed in Jordanian air strike'",2260,0
ISIS Getting Ebola,93,0
Lynch mob use butcher's meat cleaver to castrate rapist they caught attacking teenage girl in alleyway in Indian city,2115,1
Islamic State 'training pilots to fly fighter jets',1337,0
North Korea directive reveals apparent ban on sharing Kim Jong-un’s name,2314,0
"Sadly, Pumpkin Spice Condoms Aren't A Thing After All",1642,0
ISIS leader ‘killed’ in US airstrikes,1948,0
Wife and son of Islamic State leader Abu Bakr al-Baghdadi detained in Lebanon,77,0
"Why the Gold Apple Watch Edition Must Cost $10,000",490,0
Mystery man slaps shoppers around head for sneezing,1883,0
Islamic State releases video apparently showing the beheading of missing US journalist James Foley,2147,3
People On Twitter Think Macklemore Has Joined ISIS,2163,0
Elderly Woman Arrested for Kidnapping Neighbor's Cats & Making Fur Coats,1829,0
"Zack Snyder Kills ""Stolen Batmobile"" Rumor With Great Photo",1673,0
Report: Christian Bale Drops Out Of Steve Jobs Biopic,1854,0
Josh Paler Lin Gives A Homeless Man $100 And Follows Him To See How He Spends It,359,0
Obama Denounces James Foley's Execution: 'Today The Entire World Is Appalled',2388,3
Boko Haram Denies Nigeria Cease-Fire Claim,125,0
Did Kim Yo-Jong Take Kim Jong Un’s Role? North Korea Ill Health Rumors Are ‘Fabricated’,320,0
Spiderman' squished: Experts debunk claims,431,0
ISIL Beheads American Photojournalist in Iraq,1351,0
GCPD Solved Stolen Batmobile Case?,1673,0
The iPhone 6 'Hairgate' Is Not a Thing,1867,3
Isis leader Abu Bakr al-Baghdadi's 'wife and son detained in Lebanon',1263,3
KC hospital: Patient does not have symptom profile of Ebola,304,0
Islamic State accused of using chlorine gas on Iraqi soldiers,1296,0
We took a look at the photo said to show the body of Islamic State leader Abu Bakr Al-Baghdadi (right) and found it was really an ethnic Albanian militant killed in 2013,731,3
Amazon Is Opening a Brick-and-Mortar Store in Manhattan,464,1
Watch NAKED airport worker walk through scanner in bizarre protest against 'rough' guards,1222,0
YPG Confirms: Gill Rosenberg Not Captured in Kobani,1893,3
Canadian Michael Zehaf-Bibeau thought to be the gunman in Ottawa shooting,530,0
"Fidel Castro Rumors Sweep Internet, but No Sign in Cuba",1498,0
